Uid,Sid,Tag,Key,Time,Value,UpdateTime
833918931,default,daily_report,valid_stand,1733875200,"{""count"":17}",1733957438
833918931,default,daily_report,valid_stand,1733961600,"{""count"":16}",1734019876
833918931,default,daily_report,valid_stand,1734048000,"{""count"":12}",1734136392
833918931,default,daily_report,valid_stand,1734134400,"{""count"":10}",1734227107
833918931,default,daily_report,valid_stand,1734220800,"{""count"":10}",1734279416
833918931,default,daily_report,valid_stand,1734307200,"{""count"":15}",1734378596
833918931,default,daily_report,valid_stand,1734393600,"{""count"":17}",1734477696
833918931,default,daily_report,valid_stand,1734480000,"{""count"":18}",1734565376
833918931,default,daily_report,valid_stand,1734566400,"{""count"":16}",1734650827
833918931,default,daily_report,valid_stand,1734652800,"{""count"":15}",1734743969
833918931,default,daily_report,valid_stand,1734739200,"{""count"":14}",1734841025
833918931,default,daily_report,valid_stand,1734825600,"{""count"":14}",1734883548
833918931,default,daily_report,valid_stand,1734912000,"{""count"":16}",1734983275
833918931,default,daily_report,valid_stand,1734998400,"{""count"":18}",1735082569
833918931,default,daily_report,valid_stand,1735084800,"{""count"":16}",1735152487
833918931,default,daily_report,valid_stand,1735171200,"{""count"":11}",1735228943
833918931,default,daily_report,valid_stand,1735257600,"{""count"":17}",1735318149
833918931,default,daily_report,valid_stand,1735344000,"{""count"":15}",1735458425
833918931,default,daily_report,valid_stand,1735430400,"{""count"":10}",1735488104
833918931,default,daily_report,valid_stand,1735516800,"{""count"":16}",1735574494
833918931,default,daily_report,valid_stand,1735603200,"{""count"":18}",1735699596
833918931,default,daily_report,valid_stand,1735689600,"{""count"":12}",1735773901
833918931,default,daily_report,valid_stand,1735776000,"{""count"":13}",1735857521
833918931,default,daily_report,valid_stand,1735862400,"{""count"":16}",1735921268
833918931,default,daily_report,valid_stand,1735948800,"{""count"":12}",1736009120
833918931,default,daily_report,valid_stand,1736035200,"{""count"":12}",1736092955
833918931,default,daily_report,valid_stand,1736121600,"{""count"":15}",1736212818
833918931,default,daily_report,valid_stand,1736208000,"{""count"":16}",1736266128
833918931,default,daily_report,valid_stand,1736294400,"{""count"":16}",1736382942
833918931,default,daily_report,valid_stand,1736380800,"{""count"":17}",1736466920
833918931,default,daily_report,valid_stand,1736467200,"{""count"":15}",1736649611
833918931,default,daily_report,valid_stand,1736553600,"{""count"":13}",1736649611
833918931,default,daily_report,valid_stand,1736640000,"{""count"":8}",1736725312
833918931,default,daily_report,valid_stand,1736726400,"{""count"":15}",1736811034
833918931,default,daily_report,valid_stand,1736812800,"{""count"":16}",1736896795
833918931,default,daily_report,valid_stand,1736899200,"{""count"":11}",1736958292
833918931,default,daily_report,valid_stand,1736985600,"{""count"":17}",1737043357
833918931,default,daily_report,valid_stand,1737072000,"{""count"":15}",1737162411
833918931,default,daily_report,valid_stand,1737158400,"{""count"":18}",1737217318
833918931,default,daily_report,valid_stand,1737244800,"{""count"":11}",1737330838
833918931,default,daily_report,valid_stand,1737331200,"{""count"":17}",1737391080
833918931,default,daily_report,valid_stand,1737417600,"{""count"":14}",1737476988
833918931,default,daily_report,valid_stand,1737504000,"{""count"":14}",1737561186
833918931,default,daily_report,valid_stand,1737590400,"{""count"":15}",1737647520
833918931,default,daily_report,valid_stand,1737676800,"{""count"":1}",1737684593
833918931,default,daily_report,valid_stand,1737763200,"{""count"":18}",1737822469
833918931,default,daily_report,valid_stand,1737849600,"{""count"":9}",1737880332
833918931,default,daily_report,valid_stand,1737936000,"{""count"":13}",1737974427
833918931,default,daily_report,valid_stand,1738022400,"{""count"":17}",1738079913
833918931,default,daily_report,valid_stand,1738108800,"{""count"":12}",1738147996
833918931,default,daily_report,valid_stand,1738195200,"{""count"":11}",1738235035
833918931,default,daily_report,valid_stand,1738281600,"{""count"":11}",1738333510
833918931,default,daily_report,valid_stand,1738368000,"{""count"":15}",1738415239
833918931,default,daily_report,valid_stand,1738454400,"{""count"":17}",1738506312
833918931,default,daily_report,valid_stand,1738540800,"{""count"":10}",1738574117
833918931,default,daily_report,valid_stand,1738627200,"{""count"":13}",1738668510
833918931,default,daily_report,valid_stand,1738713600,"{""count"":7}",1738740216
833918931,default,daily_report,valid_stand,1738800000,"{""count"":15}",1738845488
833918931,default,daily_report,valid_stand,1738972800,"{""count"":11}",1739029086
833918931,default,daily_report,valid_stand,1739059200,"{""count"":6}",1739085882
833918931,default,daily_report,valid_stand,1739145600,"{""count"":9}",1739175589
833918931,default,daily_report,valid_stand,1739232000,"{""count"":12}",1739269637
833918931,default,daily_report,valid_stand,1739318400,"{""count"":12}",1739370888
833918931,default,daily_report,valid_stand,1739404800,"{""count"":9}",1739429779
833918931,default,daily_report,valid_stand,1739491200,"{""count"":14}",1739543293
833918931,default,daily_report,valid_stand,1739577600,"{""count"":6}",1739607137
833918931,default,daily_report,valid_stand,1739664000,"{""count"":13}",1739721320
833918931,default,daily_report,valid_stand,1739750400,"{""count"":13}",1739802022
833918931,default,daily_report,valid_stand,1739836800,"{""count"":9}",1739872715
833918931,default,daily_report,valid_stand,1739923200,"{""count"":15}",1739981134
833918931,default,daily_report,valid_stand,1740009600,"{""count"":14}",1740064863
833918931,default,daily_report,valid_stand,1740096000,"{""count"":15}",1740142755
833918931,default,daily_report,valid_stand,1740182400,"{""count"":14}",1740238134
833918931,default,daily_report,valid_stand,1740268800,"{""count"":11}",1740325868
833918931,default,daily_report,valid_stand,1740355200,"{""count"":14}",1740411762
833918931,default,daily_report,valid_stand,1740441600,"{""count"":2}",1740442364
833918931,default,daily_report,valid_stand,1740528000,"{""count"":8}",1740557482
833918931,default,daily_report,valid_stand,1740614400,"{""count"":14}",1748430602
833918931,default,daily_report,valid_stand,1740700800,"{""count"":12}",1748430602
833918931,default,daily_report,valid_stand,1740787200,"{""count"":11}",1748430602
833918931,default,daily_report,valid_stand,1740873600,"{""count"":9}",1748430602
833918931,default,daily_report,valid_stand,1740960000,"{""count"":3}",1748430602
833918931,default,daily_report,valid_stand,1741046400,"{""count"":16}",1748430602
833918931,default,daily_report,valid_stand,1741132800,"{""count"":11}",1748430601
833918931,default,daily_report,valid_stand,1741219200,"{""count"":5}",1748430601
833918931,default,daily_report,valid_stand,1741305600,"{""count"":12}",1748430601
833918931,default,daily_report,valid_stand,1741392000,"{""count"":7}",1748430601
833918931,default,daily_report,valid_stand,1741478400,"{""count"":11}",1748430601
833918931,default,daily_report,valid_stand,1741564800,"{""count"":12}",1748430601
833918931,default,daily_report,valid_stand,1741651200,"{""count"":15}",1748430601
833918931,default,daily_report,valid_stand,1741737600,"{""count"":14}",1748430601
833918931,default,daily_report,valid_stand,1741824000,"{""count"":13}",1748430601
833918931,default,daily_report,valid_stand,1741910400,"{""count"":8}",1748430601
833918931,default,daily_report,valid_stand,1741996800,"{""count"":7}",1748430601
833918931,default,daily_report,valid_stand,1742083200,"{""count"":14}",1748430601
833918931,default,daily_report,valid_stand,1742169600,"{""count"":2}",1748430601
833918931,default,daily_report,valid_stand,1742256000,"{""count"":17}",1748430601
833918931,default,daily_report,valid_stand,1742342400,"{""count"":12}",1748430601
833918931,default,daily_report,valid_stand,1742428800,"{""count"":15}",1748430601
833918931,default,daily_report,valid_stand,1742515200,"{""count"":15}",1748430601
833918931,default,daily_report,valid_stand,1742601600,"{""count"":12}",1748430601
833918931,default,daily_report,valid_stand,1742688000,"{""count"":7}",1748430601
833918931,default,daily_report,valid_stand,1742774400,"{""count"":13}",1748430601
833918931,default,daily_report,valid_stand,1742860800,"{""count"":15}",1748430600
833918931,default,daily_report,valid_stand,1742947200,"{""count"":15}",1748430600
833918931,default,daily_report,valid_stand,1743033600,"{""count"":15}",1748430600
833918931,default,daily_report,valid_stand,1743120000,"{""count"":13}",1748430600
833918931,default,daily_report,valid_stand,1743206400,"{""count"":7}",1748430600
833918931,default,daily_report,valid_stand,1743292800,"{""count"":11}",1748430600
833918931,default,daily_report,valid_stand,1743379200,"{""count"":13}",1748430600
833918931,default,daily_report,valid_stand,1743465600,"{""count"":15}",1748430600
833918931,default,daily_report,valid_stand,1743552000,"{""count"":13}",1748430600
833918931,default,daily_report,valid_stand,1743638400,"{""count"":17}",1748430600
833918931,default,daily_report,valid_stand,1743724800,"{""count"":15}",1748430600
833918931,default,daily_report,valid_stand,1743811200,"{""count"":10}",1748430600
833918931,default,daily_report,valid_stand,1743897600,"{""count"":9}",1748430600
833918931,default,daily_report,valid_stand,1743984000,"{""count"":17}",1748430600
833918931,default,daily_report,valid_stand,1744070400,"{""count"":14}",1748430600
833918931,default,daily_report,valid_stand,1744156800,"{""count"":15}",1748430600
833918931,default,daily_report,valid_stand,1744243200,"{""count"":13}",1748430600
833918931,default,daily_report,valid_stand,1744329600,"{""count"":16}",1748430600
833918931,default,daily_report,valid_stand,1744416000,"{""count"":10}",1748430600
833918931,default,daily_report,valid_stand,1744502400,"{""count"":5}",1748430600
833918931,default,daily_report,valid_stand,1744588800,"{""count"":13}",1748430600
833918931,default,daily_report,valid_stand,1744675200,"{""count"":14}",1748430600
833918931,default,daily_report,valid_stand,1744761600,"{""count"":15}",1748430600
833918931,default,daily_report,valid_stand,1744848000,"{""count"":14}",1748430600
833918931,default,daily_report,valid_stand,1744934400,"{""count"":15}",1748430600
833918931,default,daily_report,valid_stand,1745020800,"{""count"":1}",1748430600
833918931,default,daily_report,valid_stand,1745107200,"{""count"":9}",1748430600
833918931,default,daily_report,valid_stand,1745193600,"{""count"":13}",1748430600
833918931,default,daily_report,valid_stand,1745280000,"{""count"":14}",1748430600
833918931,default,daily_report,valid_stand,1745366400,"{""count"":16}",1748430600
833918931,default,daily_report,valid_stand,1745452800,"{""count"":13}",1748430600
833918931,default,daily_report,valid_stand,1745539200,"{""count"":16}",1748430600
833918931,default,daily_report,valid_stand,1745625600,"{""count"":12}",1748430600
833918931,default,daily_report,valid_stand,1745712000,"{""count"":11}",1748430600
833918931,default,daily_report,valid_stand,1745798400,"{""count"":16}",1748430600
833918931,default,daily_report,valid_stand,1745884800,"{""count"":14}",1748430600
833918931,default,daily_report,valid_stand,1745971200,"{""count"":14}",1748430600
833918931,default,daily_report,valid_stand,1746057600,"{""count"":9}",1748430600
833918931,default,daily_report,valid_stand,1746144000,"{""count"":19}",1748430600
833918931,default,daily_report,valid_stand,1746230400,"{""count"":16}",1748430600
833918931,default,daily_report,valid_stand,1746316800,"{""count"":13}",1748430599
833918931,default,daily_report,valid_stand,1746403200,"{""count"":9}",1748430599
833918931,default,daily_report,valid_stand,1746489600,"{""count"":13}",1748430599
833918931,default,daily_report,valid_stand,1746576000,"{""count"":13}",1748430599
833918931,default,daily_report,valid_stand,1746662400,"{""count"":11}",1748430599
833918931,default,daily_report,valid_stand,1746748800,"{""count"":13}",1748430599
833918931,default,daily_report,valid_stand,1746835200,"{""count"":11}",1748430599
833918931,default,daily_report,valid_stand,1746921600,"{""count"":11}",1748430599
833918931,default,daily_report,valid_stand,1747008000,"{""count"":11}",1748430599
833918931,default,daily_report,valid_stand,1747094400,"{""count"":14}",1748430599
833918931,default,daily_report,valid_stand,1747180800,"{""count"":12}",1748430599
833918931,default,daily_report,valid_stand,1747267200,"{""count"":16}",1748430599
833918931,default,daily_report,valid_stand,1747353600,"{""count"":14}",1748428830
833918931,default,daily_report,valid_stand,1747440000,"{""count"":9}",1748428830
833918931,default,daily_report,valid_stand,1747526400,"{""count"":7}",1748428830
833918931,default,daily_report,valid_stand,1747612800,"{""count"":11}",1748428830
833918931,default,daily_report,valid_stand,1747699200,"{""count"":16}",1748428830
833918931,default,daily_report,valid_stand,1747785600,"{""count"":14}",1748428830
833918931,default,daily_report,valid_stand,1747872000,"{""count"":13}",1748425248
833918931,default,daily_report,valid_stand,1747958400,"{""count"":13}",1748425248
833918931,default,daily_report,valid_stand,1748044800,"{""count"":11}",1748425248
833918931,default,daily_report,valid_stand,1748131200,"{""count"":6}",1748425248
833918931,default,daily_report,valid_stand,1748217600,"{""count"":16}",1748425248
833918931,default,daily_report,valid_stand,1748304000,"{""count"":14}",1748425248
833918931,default,daily_report,valid_stand,1748390400,"{""count"":16}",1748490054
833918931,default,daily_report,valid_stand,1748476800,"{""count"":14}",1748563600
833918931,default,daily_report,valid_stand,1748563200,"{""count"":15}",1748621278
833918931,default,daily_report,valid_stand,1748649600,"{""count"":10}",1748751538
833918931,default,daily_report,valid_stand,1748736000,"{""count"":12}",1748797435
833918931,default,daily_report,valid_stand,1748822400,"{""count"":5}",1748880632
833918931,default,daily_report,valid_stand,1748908800,"{""count"":15}",1748968237
833918931,default,daily_report,valid_stand,1748995200,"{""count"":16}",1749063239
833918931,default,daily_report,valid_stand,1749081600,"{""count"":16}",1749155953
833918931,default,daily_report,valid_stand,1749168000,"{""count"":10}",1749265438
833918931,default,daily_report,valid_stand,1749254400,"{""count"":15}",1749323920
833918931,default,daily_report,valid_stand,1749340800,"{""count"":7}",1749398618
833918931,default,daily_report,valid_stand,1749427200,"{""count"":18}",1749487357
833918931,default,daily_report,valid_stand,1749513600,"{""count"":15}",1749573036
833918931,default,daily_report,valid_stand,1749600000,"{""count"":14}",1749687759
833918931,default,daily_report,valid_stand,1749686400,"{""count"":14}",1749744871
833918931,default,daily_report,valid_stand,1749772800,"{""count"":16}",1749832597
833918931,default,daily_report,valid_stand,1749859200,"{""count"":10}",1749938735
833918931,default,daily_report,valid_stand,1749945600,"{""count"":5}",1750007557
833918931,default,daily_report,valid_stand,1750032000,"{""count"":13}",1750137452
833918931,default,daily_report,valid_stand,1750118400,"{""count"":15}",1750178860
833918931,default,daily_report,valid_stand,1750204800,"{""count"":13}",1750267075
833918931,default,daily_report,valid_stand,1750291200,"{""count"":14}",1750351692
833918931,default,daily_report,valid_stand,1750377600,"{""count"":14}",1750435413
833918931,default,daily_report,valid_stand,1750464000,"{""count"":8}",1750543301
833918931,default,daily_report,valid_stand,1750550400,"{""count"":7}",1750632240
833918931,default,daily_report,valid_stand,1750636800,"{""count"":14}",1750701143
833918931,default,daily_report,valid_stand,1750723200,"{""count"":15}",1750781336
833918931,default,daily_report,valid_stand,1750809600,"{""count"":15}",1750869351
833918931,default,daily_report,valid_stand,1750896000,"{""count"":13}",1750980296
833918931,default,daily_report,valid_stand,1750982400,"{""count"":15}",1751042872
833918931,default,daily_report,valid_stand,1751068800,"{""count"":2}",1751128385
833918931,default,daily_report,valid_stand,1751155200,"{""count"":9}",1751242931
833918931,default,daily_report,valid_stand,1751241600,"{""count"":14}",1751327163
833918931,default,daily_report,valid_stand,1751328000,"{""count"":17}",1751390730
833918931,default,daily_report,valid_stand,1751414400,"{""count"":13}",1751474332
833918931,default,daily_report,valid_stand,1751500800,"{""count"":15}",1751559985
833918931,default,daily_report,valid_stand,1751587200,"{""count"":14}",1751656941
833918931,default,daily_report,valid_stand,1751673600,"{""count"":13}",1751783219
833918931,default,daily_report,valid_stand,1751760000,"{""count"":13}",1751843969
833918931,default,daily_report,valid_stand,1751846400,"{""count"":8}",1751934957
833918931,default,daily_report,valid_stand,1751932800,"{""count"":16}",1751991663
833918931,default,daily_report,valid_stand,1752019200,"{""count"":6}",1752091586
833918931,default,daily_report,valid_stand,1752105600,"{""count"":15}",1752181597
833918931,default,daily_report,valid_stand,1752192000,"{""count"":17}",1752255640
833918931,default,daily_report,valid_stand,1752278400,"{""count"":10}",1752337418
833918931,default,daily_report,valid_stand,1753315200,"{""count"":1}",1753501560
833918931,default,daily_report,valid_stand,1753488000,"{""count"":4}",1753602868
833918931,default,daily_report,valid_stand,1753660800,"{""count"":12}",1753738645
833918931,default,daily_report,valid_stand,1753747200,"{""count"":14}",1753807092
833918931,default,daily_report,valid_stand,1753833600,"{""count"":13}",1753901354
833918931,default,daily_report,valid_stand,1753920000,"{""count"":14}",1753979047
833918931,default,daily_report,valid_stand,1754006400,"{""count"":12}",1754073356
833918931,default,daily_report,valid_stand,1754092800,"{""count"":3}",1754151474
833918931,default,daily_report,valid_stand,1754179200,"{""count"":4}",1754264011
833918931,default,daily_report,valid_stand,1754265600,"{""count"":13}",1754339612
833918931,default,daily_report,valid_stand,1754352000,"{""count"":15}",1754411478
833918931,default,daily_report,valid_stand,1754438400,"{""count"":14}",1754508390
833918931,default,daily_report,valid_stand,1754524800,"{""count"":14}",1754632659
833918931,default,daily_report,valid_stand,1754611200,"{""count"":15}",1754669364
833918931,default,daily_report,valid_stand,1754870400,"{""count"":15}",1754917872
833918931,default,daily_report,valid_stand,1754956800,"{""count"":14}",1755016336
833918931,default,daily_report,valid_stand,1755043200,"{""count"":12}",1755122020
833918931,default,daily_report,valid_stand,1755129600,"{""count"":13}",1755188338
833918931,default,daily_report,valid_stand,1755216000,"{""count"":13}",1755289960
833918931,default,daily_report,valid_stand,1755475200,"{""count"":11}",1755533008
833918931,default,daily_report,valid_stand,1755561600,"{""count"":14}",1755620379
833918931,default,daily_report,valid_stand,1755648000,"{""count"":11}",1755708584
833918931,default,daily_report,valid_stand,1755734400,"{""count"":14}",1755792405
833918931,default,daily_report,valid_stand,1755820800,"{""count"":13}",1755873432
833918931,default,daily_report,valid_stand,1756080000,"{""count"":11}",1756138361
833918931,default,daily_report,valid_stand,1756166400,"{""count"":13}",1756223469
833918931,default,daily_report,valid_stand,1756252800,"{""count"":8}",1756311777
833918931,default,daily_report,valid_stand,1756339200,"{""count"":14}",1756398527
833918931,default,daily_report,valid_stand,1756425600,"{""count"":10}",1756484881
833918931,default,daily_report,valid_stand,1756684800,"{""count"":11}",1756753498
833918931,default,daily_report,valid_stand,1756771200,"{""count"":14}",1756839021
833918931,default,daily_report,valid_stand,1756857600,"{""count"":11}",1756924811
833918931,default,daily_report,valid_stand,1756944000,"{""count"":14}",1757022642
833918931,default,daily_report,valid_stand,1757030400,"{""count"":11}",1757109728
833918931,default,daily_report,valid_stand,1757289600,"{""count"":12}",1757337385
833918931,default,daily_report,valid_stand,1757376000,"{""count"":15}",1757434620
833918931,default,daily_report,valid_stand,1757462400,"{""count"":11}",1757541348
833918931,default,daily_report,valid_stand,1757548800,"{""count"":14}",1757627720
833918931,default,daily_report,valid_stand,1757635200,"{""count"":14}",1757711162
833918931,default,daily_report,valid_stand,1757894400,"{""count"":10}",1757972820
833918931,default,daily_report,valid_stand,1757980800,"{""count"":13}",1758086227
833918931,default,daily_report,valid_stand,1758067200,"{""count"":11}",1758147056
833918931,default,daily_report,valid_stand,1758153600,"{""count"":14}",1758232537
833918931,default,daily_report,valid_stand,1758240000,"{""count"":10}",1758297983
833918931,default,daily_report,valid_stand,1758499200,"{""count"":11}",1758558264
833918931,default,daily_report,valid_stand,1758585600,"{""count"":8}",1758654970
833918931,default,daily_report,valid_stand,1758758400,"{""count"":1}",1758837812
833918931,default,daily_report,valid_stand,1758844800,"{""count"":1}",1758904312
833918931,default,daily_report,valid_stand,1759017600,"{""count"":11}",1759082297
833918931,default,daily_report,valid_stand,1759104000,"{""count"":14}",1759169206
833918931,default,daily_report,valid_stand,1759190400,"{""count"":12}",1759249461
833918931,default,daily_report,valid_stand,1759968000,"{""count"":10}",1760032543
833918931,default,daily_report,valid_stand,1760054400,"{""count"":12}",1760116103
833918931,default,daily_report,valid_stand,1760140800,"{""count"":10}",1760201546
833918931,default,daily_report,valid_stand,1760313600,"{""count"":11}",1760392238
833918931,default,daily_report,valid_stand,1760400000,"{""count"":14}",1760467948
833918931,default,daily_report,valid_stand,1760486400,"{""count"":9}",1760565996
833918931,default,daily_report,valid_stand,1760572800,"{""count"":13}",1760634159
833918931,default,daily_report,valid_stand,1760659200,"{""count"":9}",1760699301
833918931,default,daily_report,valid_stand,1760918400,"{""count"":11}",1760976381
833918931,default,daily_report,valid_stand,1761004800,"{""count"":13}",1761075454
833918931,default,daily_report,valid_stand,1761091200,"{""count"":12}",1761151145
833918931,default,daily_report,valid_stand,1761177600,"{""count"":13}",1761236420
833918931,default,daily_report,valid_stand,1761264000,"{""count"":10}",1761343675
833918931,default,daily_report,valid_stand,1761523200,"{""count"":10}",1761583546
833918931,default,daily_report,valid_stand,1761609600,"{""count"":13}",1761668424
833918931,default,daily_report,valid_stand,1761696000,"{""count"":11}",1761753920
